billing_class,billing_code, billing_code_type, billing_code_modifier
"professional","61886","CPT","[]"
"professional","E1087","HCPCS","['KJ']"
"institutional","0080","MS-DRG","[]"
"professional","83012","CPT","['26']"
"professional","63276","CPT","['U1']"
"professional","E2351","HCPCS","['NU','KE']"
"professional","21407","CPT","['U1']"
"professional","92601","CPT","['95']"
"professional","93294","CPT","['U1']"
"professional","86654","CPT","['27']"
"professional","95921","CPT","[]"
"professional","80438","CPT","['26']"
"professional","88368","CPT","['26']"
"professional","J9198","HCPCS","[]"
"professional","25365","CPT","[]"
"professional","E2366","HCPCS","['RR','NU','KE']"
"professional","E2326","HCPCS","['TC']"
"professional","L5570","HCPCS","[]"
"professional","20937","CPT","[]"
"professional","S8042","HCPCS","[]"
"professional","54308","CPT","['U1']"
"institutional","57423","CPT","[]"
"professional","97152","CPT","['NH']"
"professional","64636","CPT","[]"
"professional","42836","CPT","['U1']"
"professional","79403","CPT","['26']"
"professional","86590","CPT","['U1']"
"professional","93572","CPT","['26']"
"professional","63303","CPT","['U1']"
"professional","29105","CPT","['58']"
"professional","33999","CPT","[]"
"professional","87101","CPT","[]"
"institutional","45126","CPT","[]"
"professional","J0882","HCPCS","[]"
"professional","15836","CPT","['U1']"
"professional","82108","CPT","['U1']"
"professional","90791","CPT","[]"
"professional","82554","CPT","['TC']"
"professional","L9900","HCPCS","[]"
"institutional","0D1987B","ICD","[]"
"professional","J7503","HCPCS","[]"
"institutional","12006","CPT","[]"
"professional","77071","CPT","['27']"
"institutional","28111","CPT","[]"
"professional","27686","CPT","[]"
"institutional","0293","MS-DRG","[]"
"institutional","2W3CX3Z","ICD","[]"
"professional","0100T","CPT","[]"
"professional","E0640","HCPCS","['KJ']"
"professional","24145","CPT","[]"
"professional","99282","CPT","['GT']"
"professional","85245","CPT","['27']"
"institutional","25505","CPT","[]"
"professional","E0952","HCPCS","['UE','RR','KE']"
"institutional","28600","CPT","[]"
"professional","Q4182","HCPCS","[]"
"professional","86741","CPT","['U1']"
"professional","76885","CPT","[]"
"professional","64907","CPT","[]"
"professional","76512","CPT","['27']"
"professional","A4246","HCPCS","[]"
"professional","E2398","HCPCS","['NU']"
"professional","84597","CPT","['U1']"
"professional","40831","CPT","['U1']"
"professional","64447","CPT","[]"
"professional","23575","CPT","['U1']"
"institutional","47133","CPT","[]"
"institutional","10007","CPT","[]"
"professional","83525","CPT","['U1']"
"professional","61304","CPT","['U1']"
"professional","40814","CPT","[]"
"professional","82785","CPT","['TC']"
"institutional","27215","CPT","[]"
"institutional","27538","CPT","[]"
"institutional","0DL74CZ","ICD","[]"
"professional","K0822","HCPCS","['KH']"
"professional","83037","CPT","['TC']"
"professional","77011","CPT","['U1']"
"institutional","27510","CPT","[]"
"professional","88182","CPT","['26']"
"institutional","47800","CPT","[]"
"professional","25275","CPT","['U1']"
"professional","L0464","HCPCS","[]"
"professional","E0245","HCPCS","['RR']"
"professional","87660","CPT","['26']"
"professional","K0052","HCPCS","['NU','KE']"
"professional","Q5010","HCPCS","[]"
"professional","84085","CPT","['TC']"
"institutional","35001","CPT","[]"
"professional","53025","CPT","['U1']"
"professional","L1850","HCPCS","['UE']"
"institutional","62121","CPT","[]"
"professional","E0720","HCPCS","['UE']"
"professional","20974","CPT","['U1']"
"professional","82943","CPT","['27']"
"professional","20606","CPT","[]"
"professional","S2079","HCPCS","[]"
"professional","0005U","CPT","[]"
"professional","J7336","HCPCS","[]"
"professional","0608T","CPT","[]"
"professional","E1092","HCPCS","['UE']"
"professional","80181","CPT","[]"
"professional","27888","CPT","['U1']"
"professional","45330","CPT","['U1']"
"professional","55725","CPT","['U1']"
"professional","32488","CPT","[]"
"professional","50541","CPT","['U1']"
"professional","E0111","HCPCS","['26']"
"professional","K0009","HCPCS","['KH']"
"institutional","44100","CPT","[]"
"professional","76819","CPT","[]"
"institutional","B205YZZ","ICD","[]"
"professional","97156","CPT","['HN']"
"professional","G2211","HCPCS","['G0']"
"institutional","29838","CPT","[]"
"professional","27767","CPT","[]"
"professional","E0350","HCPCS","[]"
"professional","E0271","HCPCS","['26']"
"professional","95927","CPT","['TC']"
"institutional","49500","CPT","[]"
"institutional","44605","CPT","[]"
"professional","67318","CPT","[]"
"institutional","44128","CPT","[]"
"institutional","29804","CPT","[]"
"professional","12035","CPT","[]"
"professional","L1730","HCPCS","['RR']"
"professional","95869","CPT","['TC']"
"professional","E0840","HCPCS","['RR']"
"professional","E0440","HCPCS","['UE']"
"professional","43107","CPT","[]"
"professional","46615","CPT","[]"
"professional","E0960","HCPCS","['NU','UE','KE']"
"professional","90670","CPT","[]"
"professional","87500","CPT","['26']"
"professional","E0951","HCPCS","['RR','KE']"
"professional","A0433","HCPCS","[]"
"institutional","0255","MS-DRG","[]"
"professional","A6601","HCPCS","[]"
"professional","25115","CPT","['U1']"
"professional","80190","CPT","['27']"
"professional","35500","CPT","['U1']"
"professional","69642","CPT","[]"
"professional","77371","CPT","['U1']"
"institutional","D929JZZ","ICD","[]"
"professional","E0981","HCPCS","['NU','RR','KE']"
"professional","81200","CPT","['26']"
"professional","29131","CPT","[]"
"professional","23615","CPT","['U1']"
"professional","38770","CPT","[]"
"professional","0631T","CPT","[]"
"institutional","0D1607B","ICD","[]"
"institutional","36901","CPT","[]"
"professional","T1026","HCPCS","[]"
"professional","A4211","HCPCS","['NU']"
"institutional","56405","CPT","[]"
"professional","26471","CPT","['U1']"
"professional","84446","CPT","['27']"
"professional","93593","CPT","['TC']"
"professional","84134","CPT","['TC']"
"professional","44187","CPT","[]"
"institutional","CD","CSTM-ALL","[]"
"institutional","0438","MS-DRG","[]"
"professional","E2367","HCPCS","['NU']"
"professional","24538","CPT","['U1']"
"professional","E0565","HCPCS","[]"
"professional","69433","CPT","[]"
"professional","K0607","HCPCS","['RR','UE','KF']"
"professional","L6690","HCPCS","[]"
"institutional","3E0G3GC","ICD","[]"
"professional","E0946","HCPCS","['KI']"
"professional","A4280","HCPCS","[]"
"professional","82634","CPT","['TC']"
"professional","19300","CPT","[]"
"professional","99394","CPT","['26']"
"professional","86063","CPT","['26']"
"professional","A6216","HCPCS","['NU']"
"professional","78350","CPT","['TC']"
"institutional","54410","CPT","[]"
"professional","32665","CPT","[]"
"professional","83625","CPT","['27']"
"professional","J0665","HCPCS","[]"
"professional","K0015","HCPCS","['RR','UE','KE']"
"professional","93612","CPT","['26']"
"professional","41599","CPT","[]"
"professional","86906","CPT","['26']"
"institutional","0460","MS-DRG","[]"
"professional","99204","CPT","['HG']"
"institutional","DD27HZZ","ICD","[]"
"institutional","46604","CPT","[]"
"professional","27516","CPT","[]"
"institutional","DF22JZZ","ICD","[]"
"institutional","11730","CPT","[]"
"professional","95939","CPT","['26']"
"professional","28160","CPT","[]"
"professional","29827","CPT","['U1']"
"institutional","46610","CPT","[]"
"institutional","26536","CPT","[]"
"professional","59412","CPT","['U1']"
"professional","81240","CPT","[]"
"professional","46924","CPT","[]"
"professional","E0691","HCPCS","['UE']"
"professional","L8040","HCPCS","[]"
"professional","K0745","HCPCS","[]"
"professional","E1089","HCPCS","[]"
"professional","0329U","CPT","[]"
"professional","G9983","HCPCS","[]"
"professional","0524T","CPT","[]"
"professional","V2521","HCPCS","['UE']"
"professional","89329","CPT","[]"
"professional","01844","CPT","[]"
"professional","E0776","HCPCS","[]"
"professional","K0738","HCPCS","['RR']"
"institutional","67105","CPT","[]"
"professional","99472","CPT","['U1']"
"professional","73503","CPT","['U1']"
"professional","87525","CPT","['TC']"
"professional","Q4051","HCPCS","['NU']"
"professional","L1902","HCPCS","[]"
"professional","50976","CPT","[]"
"professional","E2212","HCPCS","['NU']"
"professional","31648","CPT","[]"
"professional","27067","CPT","['U1']"
"professional","J0476","HCPCS","[]"
"professional","50436","CPT","[]"
"institutional","B2040ZZ","ICD","[]"
"institutional","0990T","CPT","[]"
"professional","81225","CPT","['TC']"
"professional","85390","CPT","[]"
"professional","G8668","HCPCS","[]"
"institutional","0673","MS-DRG","[]"
"professional","75705","CPT","[]"
"professional","E0574","HCPCS","['KH']"
"professional","30468","CPT","[]"
"professional","S0040","HCPCS","[]"
"professional","K0020","HCPCS","['RR','UE','KE']"
"institutional","42830","CPT","[]"
"professional","V2201","HCPCS","['NU']"
"professional","47122","CPT","['U1']"
"professional","51725","CPT","['TC']"
"professional","21125","CPT","[]"
"institutional","22534","CPT","[]"
"professional","L2405","HCPCS","[]"
"professional","E2328","HCPCS","['NU','UE','KE']"
"professional","L5984","HCPCS","[]"
"professional","B4222","HCPCS","[]"
"professional","G8849","HCPCS","[]"
"professional","25905","CPT","['U1']"
"professional","E0143","HCPCS","[]"
"professional","82310","CPT","[]"
"professional","E0935","HCPCS","['RR']"
"professional","11441","CPT","['U1']"
"professional","75574","CPT","[]"
"professional","53230","CPT","['U1']"
"professional","86923","CPT","['TC']"
"institutional","40831","CPT","[]"
"professional","95852","CPT","['TC']"
"professional","E0304","HCPCS","['26']"
"institutional","0610","RC","[]"
"professional","0421U","CPT","[]"
"institutional","10A00ZZ","ICD","[]"
"professional","55530","CPT","['U1']"
"professional","27385","CPT","[]"
"institutional","40819","CPT","[]"
"professional","35207","CPT","[]"
"professional","S9485","HCPCS","['ET','HE','HA']"
"professional","81375","CPT","['26']"
"professional","69641","CPT","['U1']"
"professional","A6412","HCPCS","[]"
"professional","E0957","HCPCS","[]"
"institutional","68510","CPT","[]"
"professional","29893","CPT","[]"
"professional","K0039","HCPCS","['NU','RR','KE']"
"professional","Q4357","HCPCS","[]"
"professional","99308","CPT","['GT']"
"professional","88016","CPT","['TC']"
"professional","0503U","CPT","[]"
"professional","A4364","HCPCS","['NU']"
"institutional","65110","CPT","[]"
"professional","87475","CPT","['26']"
"professional","E0955","HCPCS","['NU','UE','KE']"
"professional","89254","CPT","[]"
"professional","41006","CPT","[]"
"professional","86622","CPT","[]"
"professional","L2230","HCPCS","[]"
"professional","L4002","HCPCS","[]"
"professional","71046","CPT","[]"
"professional","E0215","HCPCS","['NU']"
"professional","26205","CPT","['U1']"
"professional","T1024","HCPCS","['U2']"
"institutional","0419","MS-DRG","[]"
"professional","A4465","HCPCS","['NU']"
"professional","80047","CPT","['TC']"
"professional","99409","CPT","['GT']"
"professional","86609","CPT","['TC']"
"professional","0413U","CPT","[]"
"professional","33474","CPT","['U1']"
"professional","L7902","HCPCS","[]"
"professional","T4533","HCPCS","['NU']"
"institutional","23030","CPT","[]"
"professional","50930","CPT","['U1']"
"professional","J3357","HCPCS","[]"
"professional","69140","CPT","['U1']"
"professional","86747","CPT","['TC']"
"professional","C1830","HCPCS","[]"
"professional","82030","CPT","[]"
"professional","54055","CPT","[]"
"professional","G9487","HCPCS","['95']"
"professional","30110","CPT","['U1']"
"professional","L8039","HCPCS","[]"
"professional","67110","CPT","['U1']"
"professional","84591","CPT","['TC']"
"professional","43124","CPT","['U1']"
"institutional","51102","CPT","[]"
"institutional","0441","MS-DRG","[]"
"professional","67875","CPT","['U1']"
"professional","S0272","HCPCS","[]"
"institutional","0581T","CPT","[]"
"professional","K0886","HCPCS","['NU']"
"professional","65235","CPT","[]"
"professional","75825","CPT","['26']"
"institutional","31535","CPT","[]"
"professional","52283","CPT","['U1']"
"professional","L7401","HCPCS","['NU']"
"professional","A5506","HCPCS","[]"
"professional","S5553","HCPCS","[]"
"institutional","31230","CPT","[]"
"professional","L3984","HCPCS","[]"
"professional","E0371","HCPCS","[]"
"professional","42509","CPT","['U1']"
"professional","E0657","HCPCS","['KI']"
"professional","J9334","HCPCS","[]"
"professional","92620","CPT","[]"
"professional","0516T","CPT","[]"
"professional","E2402","HCPCS","['26']"
"institutional","64400","CPT","[]"
"institutional","69705","CPT","[]"
"institutional","33534","CPT","[]"
"professional","54240","CPT","['TC']"
"institutional","69711","CPT","[]"
"institutional","69000","CPT","[]"
"institutional","33231","CPT","[]"
"institutional","DG21DZZ","ICD","[]"
"institutional","33508","CPT","[]"
"professional","V2500","HCPCS","['NU']"
"professional","15777","CPT","[]"
"professional","E1028","HCPCS","['26']"
"institutional","33225","CPT","[]"
"professional","00944","CPT","[]"
"institutional","21720","CPT","[]"
"professional","73202","CPT","['U1']"
"institutional","0UCG0ZZ","ICD","[]"
"professional","0239U","CPT","[]"
"institutional","0274","MS-DRG","[]"
"professional","K0039","HCPCS","['RR']"
"professional","99468","CPT","[]"
"professional","83051","CPT","['27']"
"professional","E0329","HCPCS","[]"
"professional","84252","CPT","['U1']"
"professional","E1232","HCPCS","['RR']"
"professional","86617","CPT","['26']"
"institutional","21025","CPT","[]"
"professional","L6890","HCPCS","[]"
"professional","86235","CPT","['27']"
"professional","00404","CPT","[]"
"professional","V2220","HCPCS","['UE']"
"professional","Q4165","HCPCS","[]"
"institutional","21031","CPT","[]"
"professional","82040","CPT","['TC']"
"professional","E0980","HCPCS","['UE']"
"professional","61576","CPT","[]"
"professional","95991","CPT","[]"
"professional","27766","CPT","['U1']"
"professional","82552","CPT","['U1']"
"professional","86759","CPT","['26']"
"professional","E2513","HCPCS","['NU']"
"institutional","10907ZC","ICD","[]"
"professional","88125","CPT","[]"
"professional","E0580","HCPCS","['RR']"
"professional","T1007","HCPCS","[]"
"professional","E0162","HCPCS","[]"
"professional","19020","CPT","[]"
"professional","K0829","HCPCS","['RR']"
"professional","L8047","HCPCS","['NU']"
"professional","26416","CPT","[]"
"professional","E2208","HCPCS","['UE']"
"professional","43280","CPT","['U1']"
"professional","80340","CPT","[]"
"professional","E0300","HCPCS","['KH']"
"professional","47564","CPT","[]"
"professional","57105","CPT","[]"
"professional","11981","CPT","['U1']"
"professional","46744","CPT","[]"
"professional","99348","CPT","['U1']"
"professional","82696","CPT","['27']"
"professional","58573","CPT","[]"
"professional","99386","CPT","[]"
"institutional","0067","MS-DRG","[]"
"professional","A5073","HCPCS","['NU']"
"professional","K0002","HCPCS","['RR']"
"professional","E2623","HCPCS","['RR']"
"professional","A4637","HCPCS","['NU','RR','KE']"
"professional","27613","CPT","['U1']"
"institutional","B2021ZZ","ICD","[]"
"institutional","28322","CPT","[]"
"professional","33929","CPT","[]"
"professional","T4535","HCPCS","[]"
"institutional","DB25JZZ","ICD","[]"
"professional","67145","CPT","[]"
"professional","93292","CPT","['TC']"
"professional","79440","CPT","['27']"
"institutional","45315","CPT","[]"
