billing_class,billing_code,billing_code_type,billing_code_modifier,verdict,rule,reason
professional,Q0494,HCPCS,['NU'],ALLOW,ok,
professional,82340,CPT,['U1'],ALLOW,ok,
institutional,53500,CPT,[],ALLOW,ok,
professional,78278,CPT,['TC'],ALLOW,ok,
professional,22310,CPT,['U1'],ALLOW,ok,
professional,E2301,HCPCS,['NU'],ALLOW,ok,
professional,38210,CPT,[],ALLOW,ok,
professional,49904,CPT,['U1'],ALLOW,ok,
professional,84152,CPT,['TC'],ALLOW,ok,
professional,E0920,HCPCS,['KI'],ALLOW,ok,
professional,93318,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,86384,CPT,['TC'],ALLOW,ok,
professional,V5090,HCPCS,[],ALLOW,ok,
professional,86005,CPT,['26'],ALLOW,ok,
institutional,02BK3ZZ,ICD,[],ALLOW,ok,
professional,24410,CPT,['U1'],ALLOW,ok,
professional,63046,CPT,[],ALLOW,ok,
professional,G9869,HCPCS,[],ALLOW,ok,
professional,82652,CPT,['TC'],ALLOW,ok,
professional,J2770,HCPCS,[],ALLOW,ok,
professional,86696,CPT,['U1'],ALLOW,ok,
professional,90785,CPT,['G0'],ALLOW,ok,
professional,63005,CPT,['U1'],ALLOW,ok,
professional,L8000,HCPCS,['UE'],ALLOW,ok,
professional,E2616,HCPCS,"['RR','UE','KE']",ALLOW,ok,
institutional,64712,CPT,[],ALLOW,ok,
professional,E1820,HCPCS,['UE'],ALLOW,ok,
professional,V2312,HCPCS,['NU'],ALLOW,ok,
institutional,21337,CPT,[],ALLOW,ok,
professional,81551,CPT,[],ALLOW,ok,
professional,G0270,HCPCS,['G0'],ALLOW,ok,
professional,87580,CPT,[],ALLOW,ok,
professional,52640,CPT,['U1'],ALLOW,ok,
professional,76982,CPT,['26'],ALLOW,ok,
professional,P2038,HCPCS,['TC'],ALLOW,ok,
institutional,21432,CPT,[],ALLOW,ok,
professional,E0188,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
institutional,0799,MS-DRG,[],ALLOW,ok,
professional,0745T,CPT,[],ALLOW,ok,
professional,22515,CPT,[],ALLOW,ok,
professional,83885,CPT,['TC'],ALLOW,ok,
professional,36906,CPT,[],ALLOW,ok,
professional,H0038,HCPCS,[],ALLOW,ok,
professional,95811,CPT,['26'],ALLOW,ok,
institutional,41005,CPT,[],ALLOW,ok,
professional,22855,CPT,[],ALLOW,ok,
professional,0791T,CPT,[],ALLOW,ok,
professional,24565,CPT,['U1'],ALLOW,ok,
professional,50327,CPT,[],ALLOW,ok,
professional,37188,CPT,[],ALLOW,ok,
professional,72128,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,41826,CPT,[],ALLOW,ok,
professional,Q4037,HCPCS,['NU'],ALLOW,ok,
professional,71120,CPT,['26'],ALLOW,ok,
professional,73565,CPT,['U1'],ALLOW,ok,
professional,E0973,HCPCS,"['RR','NU','KE']",ALLOW,ok,
professional,63170,CPT,['U1'],ALLOW,ok,
professional,93701,CPT,['26'],ALLOW,ok,
professional,92507,CPT,['95'],ALLOW,ok,
professional,V5283,HCPCS,[],ALLOW,ok,
professional,88120,CPT,['26'],ALLOW,ok,
institutional,37618,CPT,[],ALLOW,ok,
professional,K0455,HCPCS,['NU'],ALLOW,ok,
professional,65779,CPT,[],ALLOW,ok,
professional,P9058,HCPCS,['NU'],ALLOW,ok,
professional,92568,CPT,['G0'],ALLOW,ok,
professional,E1007,HCPCS,"['UE','KE']",ALLOW,ok,
professional,32670,CPT,['U1'],ALLOW,ok,
professional,01215,CPT,[],ALLOW,ok,
professional,92620,CPT,['U1'],ALLOW,ok,
professional,31255,CPT,[],ALLOW,ok,
professional,97154,CPT,"['UB','HO']",ALLOW,ok,
professional,E0855,HCPCS,['KI'],ALLOW,ok,
professional,0358T,CPT,[],ALLOW,ok,
professional,77620,CPT,['26'],ALLOW,ok,
professional,27001,CPT,['U1'],ALLOW,ok,
professional,97018,CPT,['TC'],ALLOW,ok,
professional,A4332,HCPCS,[],ALLOW,ok,
institutional,25335,CPT,[],ALLOW,ok,
institutional,28024,CPT,[],ALLOW,ok,
professional,L3003,HCPCS,[],ALLOW,ok,
institutional,25430,CPT,[],ALLOW,ok,
institutional,28735,CPT,[],ALLOW,ok,
professional,24126,CPT,[],ALLOW,ok,
professional,S5498,HCPCS,[],ALLOW,ok,
professional,L6605,HCPCS,['NU'],ALLOW,ok,
professional,0477U,CPT,[],ALLOW,ok,
professional,90838,CPT,['GT'],ALLOW,ok,
professional,E0782,HCPCS,['UE'],ALLOW,ok,
professional,82670,CPT,[],ALLOW,ok,
professional,E2623,HCPCS,"['RR','UE','KE']",ALLOW,ok,
professional,E1030,HCPCS,['UE'],ALLOW,ok,
professional,L6722,HCPCS,[],ALLOW,ok,
professional,E2365,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,45392,CPT,['U1'],ALLOW,ok,
professional,42320,CPT,['U1'],ALLOW,ok,
professional,21445,CPT,[],ALLOW,ok,
institutional,27334,CPT,[],ALLOW,ok,
professional,E0953,HCPCS,['RR'],ALLOW,ok,
professional,H2011,HCPCS,['HN'],ALLOW,ok,
institutional,0101,RC,[],ALLOW,ok,
professional,0450T,CPT,[],ALLOW,ok,
professional,C1782,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,35516,CPT,[],ALLOW,ok,
professional,24357,CPT,[],ALLOW,ok,
professional,51080,CPT,['U1'],ALLOW,ok,
professional,0484T,CPT,[],ALLOW,ok,
professional,J1645,HCPCS,[],ALLOW,ok,
professional,86945,CPT,['TC'],ALLOW,ok,
professional,0289U,CPT,[],ALLOW,ok,
institutional,27425,CPT,[],ALLOW,ok,
professional,A7008,HCPCS,['UE'],ALLOW,ok,
professional,82941,CPT,[],ALLOW,ok,
professional,E0277,HCPCS,['MS'],ALLOW,ok,
professional,00148,CPT,[],ALLOW,ok,
professional,J2356,HCPCS,[],ALLOW,ok,
professional,49190,CPT,[],ALLOW,ok,
professional,L7366,HCPCS,['NU'],ALLOW,ok,
professional,L5690,HCPCS,['UE'],ALLOW,ok,
professional,92014,CPT,['GT'],ALLOW,ok,
professional,77770,CPT,['TC'],ALLOW,ok,
professional,26562,CPT,['U1'],ALLOW,ok,
professional,92060,CPT,[],ALLOW,ok,
professional,42894,CPT,['U1'],ALLOW,ok,
professional,44005,CPT,[],ALLOW,ok,
professional,E1150,HCPCS,['KJ'],ALLOW,ok,
professional,96127,CPT,['U1'],ALLOW,ok,
professional,29280,CPT,['U1'],ALLOW,ok,
professional,72148,CPT,['U1'],ALLOW,ok,
professional,C9360,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,77262,CPT,['U1'],ALLOW,ok,
institutional,38225,CPT,[],ALLOW,ok,
professional,A7014,HCPCS,[],ALLOW,ok,
professional,98008,CPT,[],ALLOW,ok,
professional,0572T,CPT,[],ALLOW,ok,
professional,20665,CPT,[],ALLOW,ok,
professional,78580,CPT,['U1'],ALLOW,ok,
institutional,62000,CPT,[],ALLOW,ok,
professional,E0273,HCPCS,['NU'],ALLOW,ok,
professional,19282,CPT,[],ALLOW,ok,
professional,82677,CPT,['26'],ALLOW,ok,
institutional,38520,CPT,[],ALLOW,ok,
institutional,35631,CPT,[],ALLOW,ok,
professional,87280,CPT,['U1'],ALLOW,ok,
institutional,96570,CPT,[],ALLOW,ok,
professional,J1626,HCPCS,[],ALLOW,ok,
professional,V2118,HCPCS,[],ALLOW,ok,
professional,75833,CPT,['TC'],ALLOW,ok,
professional,83872,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,34717,CPT,[],ALLOW,ok,
professional,G9488,HCPCS,['G0'],ALLOW,ok,
institutional,38724,CPT,[],ALLOW,ok,
professional,15116,CPT,[],ALLOW,ok,
professional,47765,CPT,['U1'],ALLOW,ok,
professional,L5540,HCPCS,['NU'],ALLOW,ok,
institutional,55713,CPT,[],ALLOW,ok,
professional,20808,CPT,[],ALLOW,ok,
institutional,55707,CPT,[],ALLOW,ok,
professional,L6960,HCPCS,[],ALLOW,ok,
institutional,0384,MS-DRG,[],ALLOW,ok,
professional,59320,CPT,['U1'],ALLOW,ok,
professional,E1020,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,E2375,HCPCS,['UE'],ALLOW,ok,
professional,77001,CPT,['26'],ALLOW,ok,
professional,82960,CPT,[],ALLOW,ok,
professional,77423,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,37235,CPT,['U1'],ALLOW,ok,
professional,96132,CPT,['GT'],ALLOW,ok,
professional,E0683,HCPCS,['NU'],ALLOW,ok,
professional,20692,CPT,['U1'],ALLOW,ok,
professional,L3960,HCPCS,['RR'],ALLOW,ok,
professional,27620,CPT,['U1'],ALLOW,ok,
professional,70491,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,64405,CPT,[],ALLOW,ok,
professional,L4398,HCPCS,[],ALLOW,ok,
professional,88323,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,80051,CPT,['26'],ALLOW,ok,
professional,93261,CPT,[],ALLOW,ok,
professional,96573,CPT,[],ALLOW,ok,
professional,87332,CPT,[],ALLOW,ok,
professional,72265,CPT,['26'],ALLOW,ok,
professional,45108,CPT,[],ALLOW,ok,
professional,99235,CPT,['U1'],ALLOW,ok,
professional,35537,CPT,[],ALLOW,ok,
professional,31535,CPT,['U1'],ALLOW,ok,
institutional,27130,CPT,[],ALLOW,ok,
professional,21120,CPT,['U1'],ALLOW,ok,
professional,73718,CPT,['TC'],ALLOW,ok,
institutional,0120,RC,[],ALLOW,ok,
professional,0452U,CPT,[],ALLOW,ok,
professional,24344,CPT,['U1'],ALLOW,ok,
institutional,27635,CPT,[],ALLOW,ok,
professional,A6524,HCPCS,['NU'],ALLOW,ok,
professional,70332,CPT,['TC'],ALLOW,ok,
professional,11424,CPT,[],ALLOW,ok,
professional,82106,CPT,['TC'],ALLOW,ok,
professional,76120,CPT,['U1'],ALLOW,ok,
professional,K0053,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,81192,CPT,[],ALLOW,ok,
professional,99374,CPT,[],ALLOW,ok,
professional,87143,CPT,[],ALLOW,ok,
professional,28313,CPT,['U1'],ALLOW,ok,
professional,78110,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,93010,CPT,[],ALLOW,ok,
professional,0691T,CPT,['26'],ALLOW,ok,
professional,65280,CPT,['U1'],ALLOW,ok,
professional,K0852,HCPCS,['KI'],ALLOW,ok,
professional,27888,CPT,[],ALLOW,ok,
professional,80280,CPT,['26'],ALLOW,ok,
professional,A4628,HCPCS,['RR'],ALLOW,ok,
professional,A7047,HCPCS,['NU'],ALLOW,ok,
professional,E0617,HCPCS,['RR'],ALLOW,ok,
professional,79101,CPT,['TC'],ALLOW,ok,
professional,61618,CPT,['U1'],ALLOW,ok,
institutional,25608,CPT,[],ALLOW,ok,
institutional,28234,CPT,[],ALLOW,ok,
professional,H2036,HCPCS,['TG'],ALLOW,ok,
institutional,25125,CPT,[],ALLOW,ok,
institutional,28220,CPT,[],ALLOW,ok,
professional,30118,CPT,['U1'],ALLOW,ok,
professional,99078,CPT,[],ALLOW,ok,
institutional,28531,CPT,[],ALLOW,ok,
professional,0278U,CPT,[],ALLOW,ok,
professional,86580,CPT,['26'],ALLOW,ok,
professional,73706,CPT,['26'],ALLOW,ok,
institutional,28208,CPT,[],ALLOW,ok,
professional,21615,CPT,[],ALLOW,ok,
institutional,28525,CPT,[],ALLOW,ok,
institutional,25119,CPT,[],ALLOW,ok,
professional,45379,CPT,[],ALLOW,ok,
professional,76825,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,L3060,HCPCS,[],ALLOW,ok,
professional,01234,CPT,[],ALLOW,ok,
professional,0583T,CPT,[],ALLOW,ok,
professional,J1807,HCPCS,[],ALLOW,ok,
professional,20975,CPT,[],ALLOW,ok,
professional,A4351,HCPCS,[],ALLOW,ok,
institutional,60500,CPT,[],ALLOW,ok,
professional,G0148,HCPCS,[],ALLOW,ok,
professional,0557T,CPT,[],ALLOW,ok,
professional,90963,CPT,['U1'],ALLOW,ok,
professional,Q5107,HCPCS,[],ALLOW,ok,
professional,92230,CPT,[],ALLOW,ok,
professional,86363,CPT,[],ALLOW,ok,
professional,E0372,HCPCS,['UE'],ALLOW,ok,
professional,J1200,HCPCS,[],ALLOW,ok,
professional,72240,CPT,['TC'],ALLOW,ok,
professional,E0469,HCPCS,['NU'],ALLOW,ok,
professional,93284,CPT,['26'],ALLOW,ok,
professional,64447,CPT,['U1'],ALLOW,ok,
professional,A4456,HCPCS,['NU'],ALLOW,ok,
institutional,41510,CPT,[],ALLOW,ok,
professional,22534,CPT,[],ALLOW,ok,
professional,26236,CPT,['U1'],ALLOW,ok,
professional,80428,CPT,['U1'],ALLOW,ok,
professional,E1295,HCPCS,['NU'],ALLOW,ok,
professional,27226,CPT,[],ALLOW,ok,
professional,L5855,HCPCS,[],ALLOW,ok,
professional,80074,CPT,['TC'],ALLOW,ok,
professional,76018,CPT,[],ALLOW,ok,
professional,17266,CPT,[],ALLOW,ok,
professional,85210,CPT,['TC'],ALLOW,ok,
professional,E2377,HCPCS,"['NU','UE','KE']",ALLOW,ok,
professional,G0303,HCPCS,[],ALLOW,ok,
professional,A9281,HCPCS,[],ALLOW,ok,
professional,61623,CPT,['U1'],ALLOW,ok,
professional,83002,CPT,['U1'],ALLOW,ok,
professional,87209,CPT,['26'],ALLOW,ok,
professional,A4613,HCPCS,['RR'],ALLOW,ok,
institutional,21127,CPT,[],ALLOW,ok,
professional,87188,CPT,['TC'],ALLOW,ok,
professional,61584,CPT,[],ALLOW,ok,
professional,37191,CPT,['U1'],ALLOW,ok,
professional,S0191,HCPCS,[],ALLOW,ok,
professional,99397,CPT,['G0'],ALLOW,ok,
professional,H0003,HCPCS,[],ALLOW,ok,
professional,86774,CPT,['TC'],ALLOW,ok,
professional,E1100,HCPCS,[],ALLOW,ok,
professional,E0762,HCPCS,['RR'],ALLOW,ok,
professional,43117,CPT,['U1'],ALLOW,ok,
professional,L6380,HCPCS,['NU'],ALLOW,ok,
professional,S2325,HCPCS,[],ALLOW,ok,
professional,53502,CPT,['U1'],ALLOW,ok,
professional,E2327,HCPCS,"['UE','NU','KE']",ALLOW,ok,
professional,91111,CPT,[],ALLOW,ok,
professional,49491,CPT,['U1'],ALLOW,ok,
institutional,33422,CPT,[],ALLOW,ok,
professional,78802,CPT,[],ALLOW,ok,
professional,E2325,HCPCS,"['RR','KE']",ALLOW,ok,
professional,L0480,HCPCS,['NU'],ALLOW,ok,
professional,90958,CPT,['U1'],ALLOW,ok,
professional,E0748,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,67908,CPT,['U1'],ALLOW,ok,
professional,E2396,HCPCS,"['NU','RR','KE']",ALLOW,ok,
professional,C9725,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,75958,CPT,['26'],ALLOW,ok,
professional,K0821,HCPCS,['RR'],ALLOW,ok,
professional,J1435,HCPCS,[],ALLOW,ok,
professional,J7607,HCPCS,[],ALLOW,ok,
institutional,0573T,CPT,[],ALLOW,ok,
professional,G0536,HCPCS,[],ALLOW,ok,
professional,41110,CPT,['U1'],ALLOW,ok,
professional,L4387,HCPCS,['NU'],ALLOW,ok,
professional,E2601,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,K0020,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,0075T,CPT,['TC'],ALLOW,ok,
professional,E2226,HCPCS,[],ALLOW,ok,
professional,Q9951,HCPCS,[],ALLOW,ok,
professional,77049,CPT,[],ALLOW,ok,
institutional,51705,CPT,[],ALLOW,ok,
professional,L0651,HCPCS,['NU'],ALLOW,ok,
professional,0696T,CPT,[],ALLOW,ok,
professional,Q4286,HCPCS,[],ALLOW,ok,
professional,21930,CPT,['U1'],ALLOW,ok,
professional,L5670,HCPCS,['RR'],ALLOW,ok,
institutional,02B93ZZ,ICD,[],ALLOW,ok,
professional,E0198,HCPCS,['UE'],ALLOW,ok,
professional,93930,CPT,['26'],ALLOW,ok,
professional,M0075,HCPCS,[],ALLOW,ok,
institutional,0197,MS-DRG,[],ALLOW,ok,
professional,47610,CPT,['U1'],ALLOW,ok,
professional,H0046,HCPCS,['UB'],ALLOW,ok,
professional,29705,CPT,['U1'],ALLOW,ok,
professional,81005,CPT,['U1'],ALLOW,ok,
professional,74283,CPT,['U1'],ALLOW,ok,
professional,73080,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,21086,CPT,[],ALLOW,ok,
professional,K0038,HCPCS,"['UE','KE']",ALLOW,ok,
professional,27057,CPT,[],ALLOW,ok,
professional,86294,CPT,['QW'],ALLOW,ok,
institutional,43214,CPT,[],ALLOW,ok,
professional,A6451,HCPCS,['NU'],ALLOW,ok,
institutional,43200,CPT,[],ALLOW,ok,
professional,74410,CPT,['26'],ALLOW,ok,
professional,E1030,HCPCS,"['RR','KE']",ALLOW,ok,
professional,49553,CPT,[],ALLOW,ok,
professional,33208,CPT,[],ALLOW,ok,
professional,24498,CPT,[],ALLOW,ok,
professional,73723,CPT,['TC'],ALLOW,ok,
professional,78459,CPT,['TC'],ALLOW,ok,
professional,93788,CPT,['U1'],ALLOW,ok,
institutional,0UQG8ZZ,ICD,[],ALLOW,ok,
professional,E1830,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
institutional,0983,MS-DRG,[],ALLOW,ok,
professional,32124,CPT,['U1'],ALLOW,ok,
institutional,0TQB7ZZ,ICD,[],ALLOW,ok,
professional,38999,CPT,[],ALLOW,ok,
professional,L4110,HCPCS,['RR'],ALLOW,ok,
institutional,EMR,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,E0294,HCPCS,['KH'],ALLOW,ok,
professional,43314,CPT,['U1'],ALLOW,ok,
professional,60240,CPT,[],ALLOW,ok,
professional,50200,CPT,[],ALLOW,ok,
professional,47490,CPT,[],ALLOW,ok,
professional,K0743,HCPCS,[],ALLOW,ok,
professional,L8046,HCPCS,[],ALLOW,ok,
professional,S9110,HCPCS,[],ALLOW,ok,
professional,L2610,HCPCS,[],ALLOW,ok,
professional,86900,CPT,['U1'],ALLOW,ok,
institutional,0466,MS-DRG,[],ALLOW,ok,
institutional,36440,CPT,[],ALLOW,ok,
professional,A0200,HCPCS,[],ALLOW,ok,
institutional,36468,CPT,[],ALLOW,ok,
professional,48120,CPT,['U1'],ALLOW,ok,
professional,S0255,HCPCS,[],ALLOW,ok,
professional,15261,CPT,[],ALLOW,ok,
institutional,02HA3QZ,ICD,[],ALLOW,ok,
institutional,61548,CPT,[],ALLOW,ok,
institutional,DD21HZZ,ICD,[],ALLOW,ok,
professional,E0635,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,21087,CPT,['U1'],ALLOW,ok,
professional,36420,CPT,['U1'],ALLOW,ok,
institutional,24640,CPT,[],ALLOW,ok,
professional,74251,CPT,['U1'],ALLOW,ok,
institutional,VACC,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,64644,CPT,['U1'],ALLOW,ok,
professional,99392,CPT,['U1'],ALLOW,ok,
professional,C1817,HCPCS,[],DENY,range.prof_c_code,C-codes are OPPS hospital-outpatient (institutional) only
professional,26035,CPT,['U1'],ALLOW,ok,
professional,A4286,HCPCS,[],ALLOW,ok,
institutional,0257,RC,[],ALLOW,ok,
institutional,29240,CPT,[],ALLOW,ok,
institutional,24145,CPT,[],ALLOW,ok,
professional,90899,CPT,[],ALLOW,ok,
professional,14041,CPT,[],ALLOW,ok,
professional,85013,CPT,['TC'],ALLOW,ok,
professional,30320,CPT,['U1'],ALLOW,ok,
institutional,27185,CPT,[],ALLOW,ok,
professional,80339,CPT,['TC'],ALLOW,ok,
professional,E0961,HCPCS,['UE'],ALLOW,ok,
professional,64772,CPT,[],ALLOW,ok,
professional,93306,CPT,['TC'],ALLOW,ok,
professional,E0561,HCPCS,['RR'],ALLOW,ok,
professional,67320,CPT,['U1'],ALLOW,ok,
professional,82757,CPT,[],ALLOW,ok,
institutional,27680,CPT,[],ALLOW,ok,
professional,87045,CPT,[],ALLOW,ok,
professional,86308,CPT,['QW'],ALLOW,ok,
professional,51020,CPT,[],ALLOW,ok,
professional,L6696,HCPCS,[],ALLOW,ok,
institutional,26641,CPT,[],ALLOW,ok,
professional,21256,CPT,['U1'],ALLOW,ok,
professional,27418,CPT,['U1'],ALLOW,ok,
professional,64495,CPT,['U1'],ALLOW,ok,
professional,31643,CPT,['U1'],ALLOW,ok,
professional,82270,CPT,['TC'],ALLOW,ok,
professional,86005,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,T1020,HCPCS,[],ALLOW,ok,
professional,E1002,HCPCS,['RR'],ALLOW,ok,
professional,27556,CPT,['U1'],ALLOW,ok,
institutional,PTH,CSTM-ALL,[],REVIEW,type.custom,"plan-specific custom code, not comparable across payers"
professional,57280,CPT,[],ALLOW,ok,
institutional,46262,CPT,[],ALLOW,ok,
professional,97113,CPT,['U1'],ALLOW,ok,
institutional,28295,CPT,[],ALLOW,ok,
professional,E0920,HCPCS,['KH'],ALLOW,ok,
professional,A6607,HCPCS,[],ALLOW,ok,
institutional,0253,MS-DRG,[],ALLOW,ok,
professional,93318,CPT,['26'],ALLOW,ok,
institutional,G0339,HCPCS,[],ALLOW,ok,
professional,A0435,HCPCS,[],ALLOW,ok,
professional,96935,CPT,[],ALLOW,ok,
institutional,26863,CPT,[],ALLOW,ok,
institutional,25695,CPT,[],ALLOW,ok,
professional,70450,CPT,[],ALLOW,ok,
professional,80327,CPT,['26'],ALLOW,ok,
professional,K0053,HCPCS,"['NU','UE','KE']",ALLOW,ok,
professional,95811,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,E1028,HCPCS,['TC'],DENY,mod.pctc_no_split,modifier TC on a code with no professional/technical component split
professional,E1829,HCPCS,['RR'],ALLOW,ok,
institutional,B203YZZ,ICD,[],ALLOW,ok,
professional,L0452,HCPCS,['NU'],ALLOW,ok,
professional,L5636,HCPCS,['NU'],ALLOW,ok,
professional,J9313,HCPCS,[],ALLOW,ok,
professional,86960,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,86318,CPT,[],ALLOW,ok,
professional,V2730,HCPCS,['NU'],ALLOW,ok,
institutional,63270,CPT,[],ALLOW,ok,
professional,94625,CPT,['95'],ALLOW,ok,
professional,A9563,HCPCS,[],ALLOW,ok,
professional,E0855,HCPCS,['KH'],ALLOW,ok,
professional,77620,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,E0480,HCPCS,['NU'],ALLOW,ok,
professional,87650,CPT,['QW'],ALLOW,ok,
professional,90647,CPT,['26'],ALLOW,ok,
professional,L8460,HCPCS,[],ALLOW,ok,
institutional,41599,CPT,[],ALLOW,ok,
professional,K0077,HCPCS,['NU'],ALLOW,ok,
professional,E1039,HCPCS,['RR'],ALLOW,ok,
professional,94010,CPT,['TC'],ALLOW,ok,
institutional,22849,CPT,[],ALLOW,ok,
institutional,42260,CPT,[],ALLOW,ok,
professional,E0951,HCPCS,[],ALLOW,ok,
professional,G8817,HCPCS,[],ALLOW,ok,
professional,27151,CPT,[],ALLOW,ok,
institutional,0040,MS-DRG,[],ALLOW,ok,
professional,71120,CPT,['27'],DENY,mod.27_professional,modifier 27 (multiple outpatient hospital E/M) is UB-04 only
professional,21180,CPT,[],ALLOW,ok,
professional,72128,CPT,['26'],ALLOW,ok,
professional,17111,CPT,[],ALLOW,ok,
institutional,22861,CPT,[],ALLOW,ok,
professional,24147,CPT,['U1'],ALLOW,ok,
professional,82759,CPT,['U1'],ALLOW,ok,
professional,92004,CPT,['G0'],ALLOW,ok,
professional,Q4351,HCPCS,[],ALLOW,ok,
professional,87804,CPT,['TC'],ALLOW,ok,
professional,52317,CPT,['U1'],ALLOW,ok,
institutional,50060,CPT,[],ALLOW,ok,
professional,E1812,HCPCS,['RR'],ALLOW,ok,
professional,P9615,HCPCS,['TC'],ALLOW,ok,
institutional,0854,MS-DRG,[],ALLOW,ok,
institutional,0018,MS-DRG,[],ALLOW,ok,
institutional,50953,CPT,[],ALLOW,ok,
professional,54417,CPT,['U1'],ALLOW,ok,
institutional,50947,CPT,[],ALLOW,ok,
professional,78635,CPT,[],ALLOW,ok,
professional,L0469,HCPCS,['NU'],ALLOW,ok,
professional,B4224,HCPCS,[],ALLOW,ok,
professional,Q4309,HCPCS,[],ALLOW,ok,
professional,E1223,HCPCS,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,56442,CPT,[],ALLOW,ok,
professional,J9100,HCPCS,[],ALLOW,ok,
professional,85335,CPT,[],ALLOW,ok,
institutional,0935T,CPT,[],ALLOW,ok,
professional,92998,CPT,[],ALLOW,ok,
professional,93897,CPT,['26'],ALLOW,ok,
professional,57531,CPT,['26'],DENY,mod.pctc_no_split,modifier 26 on a code with no professional/technical component split
professional,29836,CPT,[],ALLOW,ok,
institutional,51992,CPT,[],ALLOW,ok,
professional,L5982,HCPCS,[],ALLOW,ok,
professional,90847,CPT,['95'],ALLOW,ok,
professional,L4631,HCPCS,[],ALLOW,ok,
professional,26100,CPT,[],ALLOW,ok,
