billing_class,billing_code,billing_code_type,billing_code_modifier,verdict,rule,reason
professional,E0669,HCPCS,['NU'],ALLOW,ok,
professional,64647,CPT,['U1'],ALLOW,ok,
professional,99391,CPT,['U1'],ALLOW,ok,
professional,A7039,HCPCS,['RR'],ALLOW,ok,
professional,83861,CPT,[],ALLOW,ok,
professional,33647,CPT,['U1'],ALLOW,ok,
professional,E2372,HCPCS,[],ALLOW,ok,
professional,27784,CPT,['U1'],ALLOW,ok,
professional,K0195,HCPCS,['RR'],ALLOW,ok,
institutional,36625,CPT,[],ALLOW,ok,
institutional,61711,CPT,[],ALLOW,ok,
professional,E2327,HCPCS,"['RR','UE','KE']",ALLOW,ok,
professional,74740,CPT,['TC'],ALLOW,ok,
institutional,61705,CPT,[],ALLOW,ok,
professional,62147,CPT,['U1'],ALLOW,ok,
